,number,value,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const_1,params_residual_const_2,params_residual_const_3,params_residual_const_4,params_residual_const_5,params_residual_const_6,params_residual_const_7,params_residual_const_8,params_residual_const_9,params_residual_const_10,params_residual_const_11,params_residual_const_12,datetime_start,datetime_complete,duration,state,,
671,671,19.38602475,0.03,0.66,0.42,0.84,0.36,0.52,0.58,0.35,0.11,0.56,0.24,0,0.83,0.03,0.17,0.1,0.4,0.13,0.91,0.25,0.02,0.05,0.11,0.71,53:20.9,54:43.3,0 days 00:01:22.414330,COMPLETE,,
655,655,19.38607309,0.1,0.65,0.41,0.87,0.35,0.51,0.53,0.38,0.12,0.65,0.28,0.04,0.79,0.09,0.22,0.1,0.36,0.16,0.91,0.28,0.11,0.1,0.14,0.64,39:03.2,40:14.4,0 days 00:01:11.179244,COMPLETE,,
738,738,19.38775309,0.25,0.72,0.49,0.92,0.4,0.6,0.5,0.3,0.14,0.5,0.44,0.03,0.88,0.15,0.25,0.06,0.28,0.2,0.97,0.2,0.03,0.04,0.2,0.47,51:18.9,52:02.0,0 days 00:00:43.097896,COMPLETE,,
955,955,19.38903285,0.17,0.29,0.57,0.71,0.49,0.48,0.59,0.26,0.14,0.4,0.42,0.78,0.92,0,0.06,0.03,0.51,0.29,0.9,0.06,0.37,0.55,0.15,0.56,33:46.6,34:40.7,0 days 00:00:54.148396,COMPLETE,,
920,920,19.38928944,0.09,0.36,0.72,0.72,0.46,0.46,0.62,0.2,0.14,0.48,0.4,1,1,0.03,0.04,0.02,0.47,0.24,0.84,0.23,0.29,0.06,0.13,0.51,10:05.6,11:45.8,0 days 00:01:40.147904,COMPLETE,,
685,685,19.3900698,0.2,0.7,0.46,0.83,0.3,0.51,0.57,0.37,0.13,0.52,0.51,0.07,0.82,0.01,0.19,0.1,0.44,0.12,0.99,0.22,0.12,0,0.21,0.56,10:34.9,12:59.2,0 days 00:02:24.309080,COMPLETE,,
567,567,19.39138389,0.43,0.67,0.39,0.67,0.39,0.53,0.62,0.3,0.12,0.52,1,0.11,0.09,0.23,0.15,0.02,0.53,0.64,0.61,0.72,0.1,0.08,0.27,0.12,27:50.7,28:22.4,0 days 00:00:31.693367,COMPLETE,,
636,636,19.39220502,0.07,0.63,0.43,0.9,0.35,0.55,0.53,0.34,0.12,0.61,0.27,0.02,0.82,0.05,0.23,0.11,0.39,0.17,0.86,0.26,0.11,0.09,0.18,0.64,12:48.9,13:23.3,0 days 00:00:34.413452,COMPLETE,,
690,690,19.39248888,0.18,0.68,0.5,0.85,0.29,0.51,0.57,0.36,0.13,0.51,0.45,0.04,0.83,0.02,0.16,0.11,0.42,0.13,1,0.22,0.09,0,0.23,0.57,19:05.1,19:39.6,0 days 00:00:34.592347,COMPLETE,,
610,610,19.39285752,0.07,0.64,0.37,0.88,0.34,0.54,0.55,0.34,0.12,0.62,0.27,0.02,0.82,0.09,0.21,0.1,0.43,0.16,0.89,0.31,0.02,0.05,0.14,0.6,57:43.0,58:10.9,0 days 00:00:27.919112,COMPLETE,,
918,918,19.39291309,0.06,0.36,0.69,0.68,0.43,0.51,0.59,0.24,0.16,0.48,0.35,0.97,0.97,0.04,0.03,0.02,0.48,0.24,0.87,0.22,0.35,0.04,0.02,0.49,08:24.3,08:55.4,0 days 00:00:31.096296,COMPLETE,,
887,887,19.39302532,0.97,0.48,0.67,0.71,0.44,0.51,0.64,0.22,0.16,0.48,0.37,0.92,1,0.06,0.07,0,0.47,0.2,0.86,0.26,0.21,0,0.07,0.49,44:56.5,45:39.4,0 days 00:00:42.915699,COMPLETE,,
882,882,19.39379154,0.1,0.44,0.68,0.73,0.44,0.46,0.66,0.2,0.14,0.48,0.37,0.85,1,0.02,0.08,0.04,0.48,0.21,0.86,0.27,0.22,0.02,0.02,0.46,41:48.2,42:15.2,0 days 00:00:26.963896,COMPLETE,,
878,878,19.39399661,0.08,0.5,0.66,0.72,0.44,0.48,0.66,0.22,0.16,0.49,0.39,0.9,1,0,0.08,0.03,0.45,0.18,0.84,0.27,0.23,0,0.1,0.53,38:48.4,39:19.8,0 days 00:00:31.457694,COMPLETE,,
978,978,19.39402794,0.15,0.34,0.55,0.69,0.46,0.53,0.62,0.23,0.11,0.41,0.36,0.76,0.98,0.02,0.07,0,0.52,0.25,0.86,0.18,0.35,0.07,0.13,0.5,54:17.9,55:19.1,0 days 00:01:01.240482,COMPLETE,,
801,801,19.3942427,0.1,0.59,0.63,0.75,0.39,0.5,0.65,0.27,0.1,0.42,0.3,0.76,0.98,0.03,0.15,0.05,0.43,0.14,0.85,0.35,0.21,0.05,0.09,0.54,37:29.4,38:02.9,0 days 00:00:33.489564,COMPLETE,,
836,836,19.39453886,0.13,0.59,0.57,0.74,0.43,0.46,0.65,0.27,0.15,0.43,0.33,0.96,0.91,0.08,0.15,0.02,0.45,0.1,0.87,0.36,0.26,0.04,0.14,0.6,06:35.1,07:15.2,0 days 00:00:40.099647,COMPLETE,,
719,719,19.39494203,0.04,0.68,0.79,0.84,0.39,0.52,0.45,0.36,0.13,0.55,0.56,0.02,0.73,0.05,0.25,0.06,0.38,0.16,0.92,0.14,0,0,0.22,0.59,35:15.6,35:46.2,0 days 00:00:30.581625,COMPLETE,,
604,604,19.39568366,0.18,0.63,0.39,0.76,0.34,0.53,0.51,0.34,0.12,0.59,0.24,0.02,0.85,0.1,0.21,0.07,0.46,0.16,0.93,0.3,0.03,0.06,0.18,0.62,54:44.7,55:14.3,0 days 00:00:29.620480,COMPLETE,,
967,967,19.39737837,0.15,0.24,0.6,0.73,0.45,0.48,0.64,0.18,0.13,0.39,0.43,0.72,0.97,0.04,0.05,0.04,0.48,0.25,0.9,0.08,0.3,0.07,0.13,0.56,43:26.8,44:32.1,0 days 00:01:05.274749,COMPLETE,,
697,697,19.39877179,0.17,0.7,0.48,0.8,0.32,0.52,0.6,0.31,0.13,0.55,0.46,0.06,0.78,0,0.19,0.08,0.38,0.11,0.97,0.16,0.09,0.02,0.21,0.52,23:27.7,24:00.0,0 days 00:00:32.306829,COMPLETE,,
571,571,19.39899153,0.44,0.67,0.45,0.7,0.41,0.53,0.61,0.3,0.11,0.55,1,0.07,0.11,0.23,0.15,0,0.54,0.2,0.58,0.21,0.04,0.1,0.25,0.15,30:38.7,31:33.3,0 days 00:00:54.589916,COMPLETE,,
573,573,19.39987349,0.43,0.67,0.45,0.69,0.4,0.54,0.62,0.3,0.11,0.6,0.28,0.06,0.15,0.22,0.19,0,0.54,0.19,0.59,0.24,0.06,0.1,0.25,0.13,32:48.1,33:32.9,0 days 00:00:44.815374,COMPLETE,,
749,749,19.40005186,0.2,0.68,0.48,0.86,0.41,0.62,0.55,0.34,0.12,0.64,0.49,0.05,0.85,0.14,0.15,0.05,0.35,0.18,0.98,0.2,0.02,0.02,0.23,0.53,58:37.8,59:18.6,0 days 00:00:40.761201,COMPLETE,,
909,909,19.40043863,0.07,0.38,0.64,0.71,0.45,0.44,0.63,0.23,0.13,0.46,0.4,0.97,0.98,0.03,0.02,0,0.49,0.28,0.89,0.22,0.27,0.07,0,0.47,01:18.7,01:55.4,0 days 00:00:36.629126,COMPLETE,,
709,709,19.40060465,0.14,0.66,0.64,0.87,0.37,0.5,0.53,0.33,0.11,0.57,0.63,0.04,0.75,0.16,0.25,0.08,0.32,0.11,0.93,0.1,0.05,0.02,0.15,0.7,29:53.2,30:25.4,0 days 00:00:32.231767,COMPLETE,,
643,643,19.4011547,0.1,0.65,0.42,0.78,0.38,0.53,0.48,0.33,0.12,0.59,0.3,0.02,0.88,0.13,0.22,0.07,0.36,0.22,0.9,0.26,0.02,0.04,0.17,0.65,17:14.4,18:16.2,0 days 00:01:01.881380,COMPLETE,,
630,630,19.40123418,0.08,0.69,0.4,0.9,0.36,0.55,0.5,0.36,0.12,0.66,0.22,0,0.86,0.04,0.18,0.11,0.4,0.19,0.94,0.23,0.08,0.08,0.16,0.67,09:11.6,09:42.6,0 days 00:00:30.959398,COMPLETE,,
963,963,19.40128957,0.18,0.27,0.74,0.68,0.47,0.46,0.63,0.18,0.12,0.4,0.41,0.73,0.96,0.04,0.07,0.02,0.47,0.29,0.9,0.15,0.36,0.09,0.11,0.54,39:50.4,40:35.4,0 days 00:00:45.000225,COMPLETE,,
686,686,19.40149482,0.23,0.7,0.52,0.83,0.3,0.5,0.58,0.37,0.12,0.49,0.49,0.07,0.8,0,0.18,0.13,0.44,0.12,0.98,0.21,0.11,0,0.21,0.56,12:59.2,15:49.5,0 days 00:02:50.233686,COMPLETE,,
689,689,19.40160249,0.2,0.68,0.47,0.82,0.29,0.51,0.53,0.37,0.13,0.53,0.51,0.07,0.81,0.03,0.19,0.09,0.44,0.12,0.99,0.26,0.15,0.02,0.19,0.56,18:18.7,19:05.0,0 days 00:00:46.371853,COMPLETE,,
557,557,19.40336588,0.42,0.62,0.37,0.65,0.46,0.45,0.66,0.27,0.14,0.95,0.96,0.09,0.04,0.29,0.09,0.05,0.59,0.17,0.67,0.61,0.14,0.09,0.39,0.09,19:46.2,21:21.5,0 days 00:01:35.264867,COMPLETE,,
821,821,19.40356872,0.1,0.57,0.62,0.8,0.43,0.47,0.64,0.27,0.15,0.44,0.36,1,0.96,0.06,0.12,0.02,0.46,0.12,0.81,0.33,0.29,0,0.08,0.61,53:40.2,55:13.3,0 days 00:01:33.164540,COMPLETE,,
672,672,19.40391682,0.03,0.62,0.45,0.84,0.34,0.51,0.58,0.34,0.11,0.56,0.28,0.05,0.78,0.02,0.17,0.07,0.36,0.12,0.9,0.3,0.02,0.03,0.19,0.76,54:43.3,55:43.8,0 days 00:01:00.509012,COMPLETE,,
710,710,19.40404423,0.12,0.68,0.95,0.85,0.39,0.53,0.49,0.31,0.13,0.56,0.61,0,0.77,0.12,0.69,0.07,0.35,0.15,0.88,0.15,0.05,0.03,0.17,0.71,30:25.4,30:52.6,0 days 00:00:27.222291,COMPLETE,,
973,973,19.40433879,0.1,0.36,0.53,0.67,0.49,0.51,0.65,0.22,0.15,0.44,0.36,0.77,0.92,0.05,0.07,0.03,0.53,0.28,0.89,0.16,0.3,0.05,0.13,0.5,49:09.3,50:27.8,0 days 00:01:18.454620,COMPLETE,,
730,730,19.40437656,0.02,0.11,0.36,0.82,0.39,0.5,0.51,0.35,0.13,0.53,0.47,0.92,0.83,0.09,0.19,0.08,0.33,0.17,0.91,0.32,0.08,0,0.21,0.66,46:19.9,46:51.2,0 days 00:00:31.266058,COMPLETE,,
466,466,19.40461804,0.43,0.61,0.31,0.57,0.47,0.48,0.7,0.25,0.15,0.93,1,0.21,0.05,0.27,0.08,0.05,0.59,0.18,0.7,0.61,0.83,0.21,0.46,0.08,35:00.6,35:27.1,0 days 00:00:26.486703,COMPLETE,,
793,793,19.40464509,0.1,0.6,0.54,0.76,0.4,0.48,0.62,0.28,0.16,0.48,0.28,0.83,0.89,0.05,0.15,0.04,0.46,0.12,0.85,0.25,0.17,0.03,0.09,0.57,27:25.4,27:54.9,0 days 00:00:29.418970,COMPLETE,,
893,893,19.40502995,0.11,0.42,0.66,0.72,0.44,0.51,0.68,0.24,0.16,0.48,0.39,0.74,0.98,0.03,0.06,0.04,0.43,0.23,0.86,0.29,0.16,0,0.07,0.51,49:20.6,49:50.9,0 days 00:00:30.258207,COMPLETE,,
602,602,19.40539975,0.04,0.63,0.4,0.79,0.39,0.53,0.56,0.33,0.12,0.59,0.22,0.01,0.77,0.11,0.18,0.07,0.5,0.16,0.89,0.3,0.02,0.06,0.17,0.66,53:44.5,54:16.5,0 days 00:00:32.026123,COMPLETE,,
812,812,19.40544472,0.15,0.54,0.61,0.76,0.39,0.48,0.61,0.27,0.16,0.44,0.31,1,0.97,0.11,0.14,0.02,0.44,0.13,0.84,0.3,0.22,0.02,0.12,0.59,45:48.3,46:23.2,0 days 00:00:34.936966,COMPLETE,,
676,676,19.40626055,0.06,0.64,0.44,0.85,0.35,0.53,0.53,0.38,0.12,0.61,0.24,0.02,0.84,0.13,0.17,0.1,0.34,0.16,0.89,0.25,0.02,0.06,0.14,0.55,00:03.1,00:52.3,0 days 00:00:49.186441,COMPLETE,,
964,964,19.40698657,0.17,0.26,0.58,0.71,0.45,0.47,0.64,0.2,0.11,0.37,0.39,0.7,0.93,0,0.04,0.02,0.5,0.26,0.87,0.11,0.33,0.1,0.13,0.56,40:35.4,41:25.0,0 days 00:00:49.645254,COMPLETE,,
734,734,19.4074399,0.11,0.67,0.54,0.84,0.4,0.5,0.43,0.35,0.14,0.58,0.31,0.08,0.85,0.02,0.17,0.06,0.37,0.1,0.89,0.17,0.1,0.02,0.13,0.73,48:41.2,49:08.4,0 days 00:00:27.210572,COMPLETE,,
940,940,19.40755119,0.08,0.28,0.72,0.67,0.47,0.5,0.59,0.24,0.1,0.4,0.4,0.68,0.96,0,0.02,0.03,0.49,0.27,0.86,0.16,0.32,0.05,0.09,0.5,23:11.2,23:51.1,0 days 00:00:39.978476,COMPLETE,,
724,724,19.40888515,0.04,0.67,0.51,0.89,0.32,0.49,0.57,0.31,0.11,0.57,0.6,0.03,0.8,0.08,0.18,0.06,0.42,0.15,0.89,0.24,0.15,0,0.24,0.67,38:13.7,39:07.0,0 days 00:00:53.293893,COMPLETE,,
698,698,19.40903172,0.2,0.7,0.52,0.82,0.28,0.5,0.56,0.31,0.13,0.53,0.47,0.08,0.68,0.03,0.16,0.06,0.41,0.12,0.94,0.1,0.16,0.02,0.2,0.57,24:00.0,24:31.3,0 days 00:00:31.267473,COMPLETE,,
926,926,19.40925489,0.11,0.35,0.68,0.69,0.45,0.52,0.59,0.25,0.1,0.46,0.42,0.93,0.92,0,0,0.04,0.49,0.24,0.89,0.21,0.32,0.08,0.13,0.53,14:38.8,15:24.5,0 days 00:00:45.701465,COMPLETE,,
652,652,19.41051515,0.09,0.67,0.42,0.9,0.37,0.52,0.51,0.41,0.12,0.6,0.27,0.03,0.81,0.07,0.19,0.12,0.35,0.22,0.93,0.23,0.13,0.09,0.23,0.56,35:42.6,36:35.1,0 days 00:00:52.450060,COMPLETE,,
417,417,19.4107351,0.6,0.76,0.21,0.56,0.48,0.48,0.78,0.23,0.15,0.96,0.9,0.3,0.18,0.29,0.29,0,0.62,0.07,0.79,0.6,0.78,0.95,0.47,0.17,10:24.4,10:50.0,0 days 00:00:25.608255,COMPLETE,,
663,663,19.41170845,0.07,0.65,0.39,0.87,0.38,0.51,0.56,0.36,0.12,0.57,0.19,0.04,0.87,0.12,0.21,0.13,0.27,0.2,0.91,0.21,0.12,0.06,0.2,0.61,47:30.0,48:05.3,0 days 00:00:35.318327,COMPLETE,,
438,438,19.41192644,0.45,0.58,0.27,0.59,0.47,0.5,0.73,0.2,0.15,0.96,0.94,0.2,0.27,0.27,0.17,0.05,0.61,0.08,0.71,0.37,0.78,0.4,0.44,0.04,21:29.5,22:09.3,0 days 00:00:39.790184,COMPLETE,,
568,568,19.41208652,0.44,0.66,0.36,0.69,0.39,0.54,0.58,0.29,0.12,0.55,0.98,0.11,0.12,0.23,0.12,0.01,0.53,0.62,0.61,0.22,0.09,0.08,0.27,0.13,28:22.4,28:53.8,0 days 00:00:31.401351,COMPLETE,,
632,632,19.41395828,0.1,0.68,0.42,0.91,0.3,0.52,0.5,0.39,0.12,0.67,0.21,0.02,0.84,0,0.22,0.1,0.38,0.14,0.91,0.28,0.04,0.06,0.13,0.66,10:23.6,11:05.6,0 days 00:00:41.988369,COMPLETE,,
871,871,19.41450571,0.13,0.51,0.57,0.72,0.41,0.46,0.65,0.23,0.15,0.44,0.35,0.98,0.96,0.04,0.11,0.02,0.48,0.12,0.82,0.32,0.19,0.04,0.07,0.54,33:03.8,33:47.4,0 days 00:00:43.651659,COMPLETE,,
747,747,19.4149478,0.28,0.71,0.4,0.77,0.32,0.55,0.61,0.29,0.14,0.55,0.47,0.07,0.54,0.11,0.19,0.08,0.48,0.22,0.95,0.21,0.07,0.06,0.19,0.58,57:27.5,58:00.4,0 days 00:00:32.889814,COMPLETE,,
644,644,19.41495984,0.18,0.65,0.42,0.83,0.38,0.53,0.44,0.33,0.12,0.59,0.31,0,0.89,0.14,0.21,0.11,0.35,0.22,0.9,0.26,0.02,0,0.16,0.67,18:16.2,19:55.1,0 days 00:01:38.883754,COMPLETE,,
699,699,19.415921,0.13,0.71,0.55,0.85,0.31,0.53,0.51,0.37,0.13,0.56,0.48,0.04,0.84,0.03,0.18,0.09,0.46,0.14,0.92,0.19,0.07,0,0.23,0.56,24:31.3,25:08.3,0 days 00:00:36.982662,COMPLETE,,
969,969,19.41637411,0.19,0.2,0.61,0.7,0.48,0.49,0.6,0.23,0.1,0.44,0.4,0.75,0.91,0,0,0.04,0.46,0.28,0.92,0.13,0.38,0.06,0.11,0.49,45:32.9,46:34.1,0 days 00:01:01.196371,COMPLETE,,
684,684,19.41665167,0.2,0.7,0.53,0.84,0.27,0.51,0.56,0.39,0.13,0.53,0.48,0.05,0.78,0.02,0.17,0.12,0.42,0.12,0.95,0.32,0.1,0,0.2,0.54,09:02.8,10:34.9,0 days 00:01:32.060487,COMPLETE,,
899,899,19.41680434,0.07,0.41,0.63,0.76,0.45,0.48,0.64,0.21,0.16,0.47,0.35,1,0.95,0.08,0.03,0,0.46,0.27,0.83,0.26,0.29,0.05,0.04,0.52,52:40.6,53:42.0,0 days 00:01:01.366888,COMPLETE,,
319,319,19.41727753,0.67,0.79,0.12,0.43,0.49,0.54,0.79,0.25,0.13,0.93,0.92,0.23,0.29,0.47,0.36,0.09,1,0.03,0.16,0.52,0.76,0.92,0.49,0.28,16:10.0,16:53.0,0 days 00:00:43.047253,COMPLETE,,
639,639,19.41738821,0.12,0.69,0.43,0.95,0.38,0.55,0.51,0.35,0.12,0.58,0.27,0.02,0.83,0.05,0.21,0.11,0.37,0.18,0.86,0.25,0.07,0.06,0.21,0.6,14:36.1,15:17.7,0 days 00:00:41.583264,COMPLETE,,
832,832,19.41978953,0.13,0.57,0.59,0.77,0.42,0.5,0.59,0.26,0.16,0.44,0.36,0.69,0.96,0.12,0.16,0.02,0.5,0.11,0.83,0.36,0.2,0.03,0.13,0.57,03:31.1,04:09.2,0 days 00:00:38.115542,COMPLETE,,
769,769,19.42003601,0.17,0.61,0.36,0.75,0.4,0.49,0.55,0.32,0.16,0.56,0.61,0.02,0.73,0.04,0.15,0.05,0.47,0.1,0.98,0.29,0.16,0.09,0.16,0.7,12:02.6,12:28.2,0 days 00:00:25.577782,COMPLETE,,
424,424,19.42050639,0.53,0.62,0.32,0.59,0.49,0.48,0.76,0.23,0.15,1,0.94,0.22,0.3,0.33,0.12,0.04,0.58,0.08,0.68,0.36,0.78,0.36,0.46,0.09,13:35.0,14:01.1,0 days 00:00:26.099900,COMPLETE,,
816,816,19.42068922,0.12,0.58,0.56,0.79,0.42,0.48,0.6,0.27,0.15,0.4,0.35,0.92,0.95,0.07,0.14,0.02,0.49,0.14,0.79,0.32,0.18,0.04,0.1,0.58,48:46.6,49:29.6,0 days 00:00:43.018220,COMPLETE,,
993,993,19.42091482,0.04,0.18,0.53,0.71,0.43,0.43,0.64,0.27,0.15,0.38,0.4,0.88,0.89,0.04,0.05,0.05,0.48,0.35,0.88,0.14,0.34,0.03,0.14,0.57,07:55.0,08:36.7,0 days 00:00:41.722871,COMPLETE,,
763,763,19.42092534,0.16,0.65,0.36,0.9,0.39,0.49,0.49,0.29,0.16,0.68,0.59,0.02,0.8,0.1,0.15,0.09,0.32,0.19,0.91,0.17,0.07,0.06,0.21,0.66,08:09.8,08:54.3,0 days 00:00:44.482022,COMPLETE,,
820,820,19.42164279,0.13,0.53,0.56,0.78,0.4,0.46,0.65,0.26,0.15,0.47,0.32,0.85,0.91,0.04,0.15,0.04,0.45,0.1,0.79,0.31,0.2,0.01,0.07,0.63,52:48.6,53:40.2,0 days 00:00:51.562071,COMPLETE,,
945,945,19.42197596,0.1,0.33,0.77,0.71,0.45,0.49,0.58,0.23,0.1,0.45,0.42,0.7,0.91,0.02,0.01,0.05,0.47,0.24,0.91,0.2,0.34,0.08,0.12,0.54,26:33.6,27:30.2,0 days 00:00:56.618572,COMPLETE,,
986,986,19.42216893,0.13,0.29,0.69,0.71,0.5,0.5,0.66,0.19,0.11,0.46,0.34,0.63,0.97,0.02,0.05,0.03,0.45,0.28,0.89,0.15,0.28,0.03,0.14,0.51,01:55.3,02:44.0,0 days 00:00:48.651613,COMPLETE,,
802,802,19.42232902,0.13,0.6,0.58,0.8,0.42,0.53,0.63,0.28,0.11,0.45,0.27,0.8,0.93,0.05,0.17,0.03,0.48,0.1,0.86,0.29,0.18,0.03,0.11,0.54,38:02.9,38:43.3,0 days 00:00:40.428261,COMPLETE,,
947,947,19.42311015,0.18,0.32,0.53,0.68,0.48,0.46,0.58,0.22,0.15,0.37,0.39,0.71,0.93,0.03,0,0.02,0.42,0.26,0.9,0.17,0.35,0.04,0.15,0.52,28:35.1,29:19.7,0 days 00:00:44.627320,COMPLETE,,
656,656,19.42371678,0.1,0.65,0.41,0.86,0.35,0.52,0.53,0.38,0.11,0.69,0.29,0,0.79,0.09,0.22,0.12,0.36,0.16,0.91,0.28,0.11,0.1,0.15,0.64,40:14.4,41:05.7,0 days 00:00:51.273746,COMPLETE,,
776,776,19.42382912,0.12,0.63,0.37,0.83,0.29,0.53,0.49,0.36,0.12,0.53,0.33,0.75,0.84,0.03,0.18,0.04,0.38,0.16,0.91,0.29,0.15,0.12,0.14,0.53,15:48.6,16:23.7,0 days 00:00:35.092517,COMPLETE,,
951,951,19.4242959,0.09,0.28,0.8,0.66,0.49,0.47,0.6,0.25,0.16,0.37,0.4,0.76,0.94,0,0.02,0.02,0.48,0.28,0.92,0.13,0.33,0.06,0.15,0.53,31:15.3,31:46.2,0 days 00:00:30.857807,COMPLETE,,
930,930,19.42437288,0.14,0.32,0.61,0.68,0.47,0.51,0.59,0.25,0.1,0.52,0.34,0.88,0.98,0,0.05,0.04,0.5,0.29,0.9,0.2,0.16,0.08,0.14,0.55,17:26.3,18:08.5,0 days 00:00:42.231694,COMPLETE,,
722,722,19.42443906,0.01,0.63,0.73,0.85,0.37,0.58,0.5,0.33,0.14,0.54,0.33,0,0.83,0.17,0.18,0.12,0.36,0.18,0.91,0.27,0.11,0.02,0.15,0.69,37:00.5,37:28.3,0 days 00:00:27.788174,COMPLETE,,
839,839,19.4245084,0.16,0.58,0.55,0.77,0.41,0.45,0.64,0.28,0.14,0.46,0.33,0.88,0.9,0.13,0.16,0.03,0.5,0.14,0.85,0.38,0.29,0.04,0.11,0.62,10:36.5,12:00.5,0 days 00:01:23.980716,COMPLETE,,
739,739,19.4248308,0.28,0.71,0.47,0.91,0.4,0.59,0.56,0.31,0.14,0.51,0.4,0.08,0.67,0.16,0.24,0.05,0.26,0.24,0.98,0.18,0.05,0.07,0.18,0.54,52:02.0,52:32.5,0 days 00:00:30.441848,COMPLETE,,
720,720,19.4262928,0.02,0.64,0.46,0.82,0.33,0.54,0.59,0.31,0.11,0.59,0.35,0.06,0.95,0.9,0.23,0.08,0.41,0.15,0.95,0.18,0.09,0.05,0.19,0.72,35:46.2,36:21.1,0 days 00:00:34.910021,COMPLETE,,
469,469,19.4263516,0.41,0.64,0.35,0.61,0.45,0.47,0.7,0.25,0.15,0.96,1,0.15,0.05,0.29,0.14,0.03,0.59,0.68,0.63,0.68,0.85,0.13,0.39,0.11,36:20.9,36:50.3,0 days 00:00:29.482534,COMPLETE,,
846,846,19.42636526,0.12,0.56,0.57,0.75,0.38,0.47,0.63,0.28,0.15,0.49,0.37,0.95,0.92,0.07,0.17,0.04,0.42,0.09,0.85,0.33,0.25,0.05,0.11,0.61,17:36.9,18:33.6,0 days 00:00:56.652135,COMPLETE,,
962,962,19.42699628,0.13,0.21,0.56,0.72,0.49,0.45,0.64,0.21,0.15,0.42,0.38,0.73,0.95,0.03,0.06,0.02,0.48,0.26,0.88,0.12,0.36,0.1,0.13,0.51,39:04.2,39:50.4,0 days 00:00:46.153333,COMPLETE,,
744,744,19.42712112,0.21,0.69,0.44,0.9,0.39,0.59,0.46,0.32,0.11,0.53,0.43,0.02,0.81,0.13,0.23,0.08,0.33,0.18,0.96,0.11,0.03,0.01,0.17,0.52,55:59.0,56:27.7,0 days 00:00:28.649565,COMPLETE,,
617,617,19.42760356,0.23,0.67,0.79,0.83,0.36,0.55,0.45,0.34,0.12,0.6,0.27,0.02,0.82,0.1,0.2,0.1,0.34,0.16,0.91,0.3,0.05,0.07,0.15,0.65,01:02.8,01:38.8,0 days 00:00:35.992022,COMPLETE,,
688,688,19.42780889,0.15,0.7,0.5,0.84,0.31,0.51,0.59,0.42,0.13,0.49,0.44,0.05,0.79,0.02,0.17,0.09,0.4,0.12,0.97,0.19,0.13,0,0.2,0.55,17:05.4,18:18.7,0 days 00:01:13.300639,COMPLETE,,
933,933,19.42892909,0.16,0.4,0.75,0.73,0.46,0.52,0.59,0.19,0.12,0.52,0.39,0.91,1,0,0.05,0.04,0.5,0.25,0.9,0.18,0.31,0.06,0.14,0.55,19:12.9,19:44.1,0 days 00:00:31.147773,COMPLETE,,
864,864,19.42945963,0.12,0.51,0.65,0.72,0.44,0.49,0.67,0.24,0.17,0.46,0.32,0.96,1,0.11,0.12,0,0.49,0.14,0.78,0.3,0.19,0.05,0.06,0.52,28:20.3,28:58.3,0 days 00:00:38.067908,COMPLETE,,
968,968,19.42970693,0.12,0.36,0.57,0.65,0.46,0.46,0.63,0.23,0.16,0.44,0.41,0.71,0.93,0.06,0.02,0.02,0.5,0.3,0.87,0.15,0.34,0.1,0.15,0.52,44:32.1,45:32.9,0 days 00:01:00.864070,COMPLETE,,
928,928,19.42978815,0.14,0.37,0.65,0.67,0.46,0.51,0.6,0.21,0.1,0.49,0.38,0.96,0.89,0,0.02,0.04,0.51,0.27,0.89,0.22,0.36,0.06,0.13,0.55,16:06.6,16:40.0,0 days 00:00:33.417243,COMPLETE,,
952,952,19.43005743,0.14,0.21,0.58,0.66,0.47,0.44,0.62,0.22,0.14,0.42,0.38,0.73,1,0.04,0,0.03,0.44,0.26,0.88,0.17,0.33,0.07,0.13,0.49,31:46.2,32:22.5,0 days 00:00:36.376635,COMPLETE,,
921,921,19.43077286,0.05,0.37,0.68,0.69,0.43,0.48,0.59,0.22,0.16,0.41,0.36,0.98,0.93,0,0.01,0,0.52,0.28,0.88,0.26,0.33,0.04,0.11,0.44,11:45.8,12:17.2,0 days 00:00:31.371619,COMPLETE,,
468,468,19.43083016,0.42,0.63,0.36,0.62,0.45,0.48,0.7,0.26,0.15,0.98,0.98,0.15,0.06,0.29,0.13,0.05,0.58,0.68,0.71,0.66,0.83,0.12,0.4,0.09,35:54.9,36:20.9,0 days 00:00:25.969390,COMPLETE,,
645,645,19.43112372,0.1,0.69,0.38,0.78,0.36,0.57,0.48,0.38,0.12,0.63,0.29,0.02,0.86,0.13,0.18,0.08,0.39,0.19,0.93,0.24,0,0.03,0.18,0.65,19:55.1,20:53.9,0 days 00:00:58.827848,COMPLETE,,
777,777,19.43138993,0.09,0.6,0.38,0.87,0.36,0.55,0.64,0.34,0.16,0.65,0.45,0.94,0.84,0.05,0.16,0.07,0.4,0.11,0.88,0.27,0.13,0.08,0.16,0.55,16:23.7,17:12.3,0 days 00:00:48.515176,COMPLETE,,
625,625,19.43173748,0.06,0.69,0.44,0.78,0.34,0.54,0.54,0.34,0.11,0.63,0.29,0.04,0.93,0.09,0.22,0.11,0.44,0.15,0.88,0.27,0.04,0.02,0.18,0.64,06:02.8,06:47.9,0 days 00:00:45.193782,COMPLETE,,
